Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks
,DK,ETH,Ejstrupholm,Ejstrupholm,83,RL,--3-----,0901,,5559N 00917E,
,DK,EDL,Endelave,Endelave,,AI,1-------,9704,,,
,DK,ENV,Engesvang,Engesvang,,RQ,--3-----,9501,,,
,DK,ENS,Enstedværket Havn,Enstedvarket Havn,,AI,1-------,0212,,5501N 00926E,
,DK,ERR,Errindlev,Errindlev,,RQ,--3-----,0907,,5440N 01130E,
,DK,ERS,Erslev,Erslev,,RQ,--3-----,0907,,5622N 01005E,
,DK,EBJ,Esbjerg,Esbjerg,,AF,1234----,9606,,,
,DK,ESK,Eskebjerg,Eskebjerg,,RQ,--3-----,0907,,5543N 01119E,
,DK,EK4,Eskilstrup,Eskilstrup,85,RL,1-3-----,1401,,5551N 01138E,
,DK,ESP,Espergærde,Espergarde,84,RL,--3-----,1301,,5559N 01234E,
,DK,FAA,Faaborg,Faaborg,,RL,1-------,8401,,,
,DK,FVJ,Faarevejle,Faarevejle,,RQ,--3-----,9705,,,
,DK,FUP,Faarup,Faarup,,RQ,--3-----,9705,,,
,DK,FVG,Faarvang,Faarvang,,RQ,--3-----,9705,,,
,DK,AAM,Fakse,Fakse,85,RL,-----6--,0901,,5515N 01208E,
,DK,FAK,Fakse Ladeplads Havn,Fakse Ladeplads Havn,,AI,1-------,9704,,,
,DK,AAK,Fanoe,Fanoe,83,RL,-----6--,0901,,5526N 00823E,
,DK,FSO,Farsø,Farso,,RQ,--3-----,9705,,,
,DK,FRM,Farum,Farum,,RQ,--3-----,9705,,,
,DK,FGS,Feggesund,Feggesund,,AI,1-------,9812,,,
,DK,FEJ,Fejø,Fejo,,AI,1-------,9704,,,
,DK,FMO,Femø,Femo,,AI,1-------,9812,,,
,DK,FMK,Fensmark,Fensmark,85,RL,--3-----,1601,,5517N 01149E,
,DK,FER,Ferritslev,Ferritslev,,RL,1-3-----,0601,,5518N 01035E,
,DK,FJE,Fjenneslev,Fjenneslev,,RQ,--3-----,0907,,5526N 01140E,
,DK,FJV,Fjerritslev,Fjerritslev,,RQ,--3-----,9705,,,
,DK,FMM,Flemming,Flemming,,RQ,--3-----,0907,,5552N 00940E,
,DK,FOL,Follenslev,Follenslev,,RQ,--3-----,0907,,5543N 01122E,
,DK,FNS,Fornæs,Fornas,,RQ,--3-----,9811,,,
,DK,FOV,Fovling,Fovling,,RQ,--3-----,0907,,5556N 00938E,
,DK,FRA,Fraugde,Fraugde,83,RL,--3-----,1301,,5521N 01029E,
,DK,FRE,Fredensborg,Fredensborg,,AF,-23-----,9606,,,
,DK,FRC,Fredericia,Fredericia,,AF,12--5---,9606,,,
,DK,FBG,Frederiksberg,Frederiksberg,,RQ,--3-----,9501,,,
,DK,FDH,Frederikshavn,Frederikshavn,,AF,12------,9606,,,
,DK,FDS,Frederikssund,Frederikssund,84,AF,123-----,1301,,5550N 01204E,Frederiksund
,DK,FDV,Frederiksværk,Frederiksvark,,AF,12------,9606,,,
,DK,FRO,Frorup,Frorup,,RQ,--3-----,0907,,5522N 00924E,
,DK,FRS,Frostrup,Frostrup,,RQ,--3-----,0907,,5544N 00825E,
,DK,FUG,Fuglebjerg,Fuglebjerg,85,RL,--3-----,1301,,5518N 01132E,
,DK,FUH,Fur,Fur,,AI,1-------,9704,,,
,DK,FYH,Fynshav,Fynshav,,AI,1-3-----,0207,,5458N 00958E,
,DK,FRK,Føvling,Fovling,83,RL,1-3-----,1401,,5527N 00857E,
,DK,GBJ,Gadbjerg,Gadbjerg,,RL,-23-----,0701,,5546N 00919E,
,DK,DGP,Gadstrup,Gadstrup,,RQ,--3-----,0901,,5534N 01206E,
,DK,GLT,Galten,Galten,,RQ,--3-----,9501,,,
,DK,GBY,Gamby,Gamby,,RQ,0-------,9307,,,
,DK,GAN,Gandrup,Gandrup,,RQ,--3-----,0907,,5644N 00950E,
,DK,GLO,Ganløse,Ganlose,84,RL,--3-----,1401,,5547N 01216E,
,DK,GED,Gedser,Gedser,,RL,12------,8401,,,
,DK,GDS,Gedsted,Gedsted,,RQ,--3-----,9705,,,
,DK,GDV,Gedved,Gedved,82,RL,--3-----,1301,,5556N 00950E,
,DK,GLD,Gelsted,Gelsted,,RL,--3-----,0201,,5524N 00957E,
,DK,GFE,Gentofte,Gentofte,84,RL,--3-----,1601,,5545N 01233E,
,DK,GES,Gesten,Gesten,,RQ,--3-----,0907,,5531N 00912E,
,DK,GLE,Gilleleje,Gilleleje,,RL,--3-----,9811,,,
,DK,GIL,Gislev,Gislev,,RQ,--3-----,0907,,5513N 01037E,
,DK,GIS,Gislinge,Gislinge,,RL,-23-----,0701,,5544N 01132E,
,DK,GSP,Gistrup,Gistrup,81,RL,--3--6--,1301,,5659N 00959E,
,DK,GIV,Give,Give,,RQ,--3-----,9501,,,
,DK,GJR,Gjerlev,Gjerlev,,RQ,--3-----,9705,,,
,DK,GJN,Gjern,Gjern,,RQ,--3-----,9705,,,
,DK,GJS,Gjessing,Gjessing,,RQ,0-------,9307,,,
,DK,GLX,Gladsaxe,Gladsaxe,84,RL,--3-----,1601,,5544N 01229E,
,DK,GLM,Glamsbjerg,Glamsbjerg,,RQ,--3-----,9501,,,
,DK,GTS,Glatved Strand,Glatved Strand,82,RL,1-------,0901,,5618N 10519E,
,DK,GLJ,Glejbjerg,Glejbjerg,83,RL,--3-----,1301,,5533N 00850E,
,DK,GLB,Glejbjerg Stationsby,Glejbjerg Stationsby,83,RL,--3-----,1301,,5534N 00850E,
,DK,AAN,Glesborg,Glesborg,82,RL,-----6--,0901,,5629N 01044E,
,DK,GLS,Glostrup,Glostrup,,RQ,--3-----,9501,,,
,DK,GLU,Glumso,Glumso,,RQ,--3-----,0907,,5521N 01142E,
,DK,GLY,Glyngøre,Glyngore,,RL,1-------,8401,,,
,DK,GRG,Gording,Gording,,RL,--3-----,0212,,5529N 00848E,
,DK,GRM,Gram,Gram,83,RL,--3-----,0901,,5517N 00920E,
,DK,GRD,Gredstedbro,Gredstedbro,,RQ,--3-----,9501,,,
,DK,GRE,Grenaa,Grenaa,,AF,123-----,9606,,,
,DK,GRV,Greve,Greve,,RL,--3-----,0201,,5535N 01214E,
,DK,GRI,Grimstrup,Grimstrup,,RQ,--3-----,9501,,,
,DK,GRN,Grindsted,Grindsted,,RQ,--3-----,9501,,,
,DK,GRO,Gronhoj,Gronhoj,81,RL,--3-----,1707,,5719N 00940E,
,DK,GRA,Gråsten,Grasten,,AI,1-------,9704,,,
,DK,GRS,Græsted,Grasted,,RL,--3-----,0212,,5604N 01217E,
,DK,GVS,Grævinge,Gravinge,85,RL,-23-----,1301,,5548N 01133E,
,DK,GNN,Grønninghoved,Gronninghoved,,RQ,--3-----,0901,,5514N 00956E,
,DK,GUD,Gudbjerg,Gudbjerg,,RQ,--3-----,9501,,,
,DK,GDM,Gudhjem,Gudhjem,,RL,1-3-----,0701,,5513N 01458E,
,DK,GUM,Gudme,Gudme,,RQ,--3-----,0907,,5509N 01043E,
,DK,GDB,Guldborg,Guldborg,,RQ,--3-----,0907,,5452N 01145E,
,DK,GFH,Gulfhavn,Gulfhavn,,AI,1-------,9704,,,
,DK,GLV,Gørlev,Gorlev,85,RL,--3-----,1301,,5532N 01113E,
,DK,GRL,Gørløse,Gorlose,,RL,--3-----,0901,,5553N 01212E,
,DK,HBY,Haarby,Haarby,,RQ,0-------,9307,,,
,DK,HAD,Haderslev,Haderslev,,AI,1-------,9704,,,
,DK,HDP,Haderup,Haderup,82,RL,--3-----,1301,,5623N 00859E,
,DK,HDS,Hadsten,Hadsten,,RQ,--3-----,9501,,,
,DK,HSU,Hadsund,Hadsund,81,AI,1-3-----,1301,,5643N 01006E,
,DK,HAS,Hals,Hals,,AI,1-------,0201,,,
,DK,HKV,Halsskov,Halsskov,,RL,--3-----,9811,,,
,DK,HME,Hammel,Hammel,,RQ,--3-----,9501,,,
,DK,HHV,Hammerhavn,Hammerhavn,,RL,1-------,0901,,5517N 01445E,
,DK,HPN,Hampen,Hampen,,RL,-----6--,0601,,5601N 00921E,
,DK,HAN,Hanstholm,Hanstholm,,AI,1-3-----,9704,,,
,DK,HBR,Harboør,Harboor,,RL,-23-----,0207,,5637N 00811E,
,DK,HDH,Hardeshøj,Hardeshoj,,AI,1-------,9812,,,
,DK,HLV,Harlev,Harlev,82,RL,--3-----,1301,,5608N 00959E,
,DK,HAU,Harndrup,Harndrup,,RQ,--3-----,0907,,5528N 01002E,
,DK,HAR,Harpelunde,Harpelunde,,RQ,--3-----,0907,,5453N 01106E,
,DK,HSL,Hasle,Hasle,,AI,1-------,9704,,,
,DK,HSV,Haslev,Haslev,,AF,-23-----,9606,,,
,DK,HSS,Hasselager,Hasselager,,RQ,0-------,9307,,,
,DK,HTT,Hatting,Hatting,,RQ,-2------,9705,,,
,DK,HAP,Havdrup,Havdrup,85,RL,-2------,1301,,5532N 01206E,
,DK,HAV,Havndal,Havndal,,RQ,--3-----,0907,,5639N 01012E,
,DK,HNB,Havneby,Havneby,,AI,1-------,9704,,,
,DK,HVG,Havnegade,Havnegade,,RQ,0-------,9307,,,
,DK,HVN,Havnsø,Havnso,,AI,1-------,9704,,,
,DK,HHS,Hedehusene,Hedehusene,84,RL,--3-----,1607,,5539N 12120E,
,DK,HED,Hedensted,Hedensted,,RQ,--3-----,9501,,,
,DK,HEJ,Hejls,Hejls,83,RL,1-------,1401,,5523N 00936E,
,DK,HJN,Hejnsvig,Hejnsvig,,RQ,--3-----,0907,,5541N 00859E,
,DK,HVT,Hellebæk,Hellebak,81,RL,1-3-----,1301,,5604N 01234E,
,DK,HRP,Hellerup,Hellerup,,RL,--3-----,0002,,,
,DK,HLE,Hellested,Hellested,,RQ,--3-----,9501,,,
,DK,HEL,Helsinge,Helsinge,,RQ,--3-----,0101,,,
,DK,HLS,Helsingør,Helsingor,,AF,12------,9606,,,
,DK,HEM,Hemmet,Hemmet,,RQ,--3-----,0907,,5551N 00823E,
,DK,HEN,Henne,Henne,,RQ,--3-----,0907,,5544N 00815E,
,DK,HFE,Herfølge,Herfolge,,RL,--3-----,0004,,,
,DK,HRV,Herlev,Herlev,,RQ,--3-----,9705,,,
,DK,HEU,Herlufmagle,Herlufmagle,,RQ,--3-----,0907,,5519N 01146E,
,DK,HER,Herning,Herning,,RL,1-------,8401,,,
,DK,HRS,Herskind,Herskind,,RQ,--3-----,0901,,,
,DK,HLG,Hesselager,Hesselager,,RQ,--3-----,0907,,5510N 01045E,
,DK,HIL,Hillerod,Hillerod,,RL,--3-----,0212,,5556N 01219E,
,DK,HNN,Hinnerup,Hinnerup,,RQ,-2------,9705,,,
,DK,HIR,Hirtshals,Hirtshals,,AI,1-------,9704,,,
,DK,HJA,Hjallerup,Hjallerup,81,RL,--3-----,1401,,5710N 01009E,
,DK,HJM,Hjerm,Hjerm,82,RL,--3-----,1301,,5626N 00838E,
,DK,HJT,Hjerting,Hjerting,,RL,1-3-----,0307,,5531N 00822E,
,DK,JOK,Hjortshøj,Hjortshoj,82,RL,--3-----,1301,,5614N 01015E,
,DK,HJG,Hjørring,Hjorring,81,RL,--3-----,1301,,5727N 00959E,
,DK,HBO,Hobro,Hobro,,AI,1-------,9704,,,
,DK,HGL,Hogelund,Hogelund,,RL,--3-----,0212,,5512N 00921E,
,DK,HOJ,Hojslev,Hojslev,,RQ,--3-----,0907,,5635N 00909E,
,DK,HBK,Holbæk,Holbak,,AI,1-------,9704,,,
,DK,HOL,Holeby,Holeby,,RQ,--3-----,9501,,,
,DK,HOO,Holme-Olstrup,Holme-Olstrup,85,RL,-2------,1301,,5515N 01150E,
,DK,HLM,Holmegaard,Holmegaard,85,RL,--3-----,1707,,5516N 01150E,
,DK,HOM,Holmegård,Holmegard,,RQ,--3-----,0901,,5515N 01155E,
,DK,HSB,Holstebro,Holstebro,,RL,1-------,8401,,,
,DK,HST,Holsted,Holsted,,RQ,--3-----,9705,,,
,DK,HOE,Holte,Holte,,QQ,--3-----,0212,,,
,DK,HOB,Horbelev,Horbelev,,RQ,--3-----,0907,,5449N 01204E,
,DK,HON,Hornbæk,Hornbak,,RQ,--3-----,0901,,,
,DK,HNS,Hornslet,Hornslet,,RQ,--3-----,0901,,5619N 01020E,
,DK,HSY,Hornsyld,Hornsyld,,RL,--3-----,0701,,5545N 00952E,
,DK,HOR,Horsens,Horsens,,AI,1-------,9704,,,
,DK,HOS,Horslunde,Horslunde,,RQ,--3-----,0907,,5454N 01114E,
,DK,HOH,Hou Havn,Hou Havn,,AI,1-------,9704,,,
,DK,HBG,Houborg,Houborg,,RQ,0-------,9307,,,
,DK,HWO,Hov,Hov,,RQ,1-------,0901,,5555N 01015E,
,DK,HVB,Hovborg,Hovborg,,RQ,--3-----,0901,,5536N 00857E,
,DK,HOV,Hovedgård,Hovedgard,82,RL,-23-----,1301,,5557N 00958E,
,DK,HBL,Humble,Humble,,RL,--3-----,0901,,5450N 01042E,
,DK,HBA,Humlebæk,Humlebak,,RL,123-----,0701,,5558N 01231E,
,DK,HUN,Hundested,Hundested,,AF,123-----,9606,,,
,DK,HND,Hundslund,Hundslund,,RQ,--3-----,0907,,5555N 01004E,
,DK,HSE,Hunseby,Hunseby,,RQ,--3-----,0901,,,
,DK,HUR,Hurup,Hurup,,RQ,--3-----,9501,,,
,DK,AAO,Hurup Thy,Hurup Thy,82,RL,-----6--,0901,,5645N 00825E,
,DK,HVA,Hvalpsund,Hvalpsund,,AI,1-------,9704,,,
,DK,HVL,Hvalsø,Hvalso,85,RL,--3--6--,0901,,5536N 01151E,
,DK,HVS,Hvide Sande,Hvide Sande,,RL,1-3-----,0607,,5559N 00808E,
,DK,HVV,Hvidovre,Hvidovre,,RQ,--3-----,9705,,,
,DK,HVI,Hvims,Hvims,83,RQ,--3-----,1401,,5529N 00840E,
,DK,HYL,Hyllinge,Hyllinge,85,RL,--3-----,1401,,5516N 01137E,
,DK,HAA,Hårlev,Harlev,85,RL,-23-----,1301,,5520N 01214E,
,DK,HJB,Højbjerg,Hojbjerg,,RQ,0-------,0201,,,
,DK,HJ3,Højby,Hojby,85,RL,1-3-----,1401,,5520N 01027E,
,DK,HTP,Høje Tåstrup,Hoje Tastrup,,RL,-23-----,0901,,5539N 01217E,
,DK,HJE,Højer,Hojer,,RQ,--3-----,9705,,,
,DK,HNG,Høng,Hong,85,RL,--3-----,1301,,5531N 01117E,
,DK,HRN,Hørning,Horning,,RQ,--3-----,9501,,,
,DK,HHM,Hørsholm,Horsholm,,RL,--3-----,9811,,,
,DK,HRU,Hørup,Horup,,RL,--3-----,0002,,,
,DK,HRE,Hørve,Horve,,RL,--3-----,0901,,5545N 01128E,
,DK,HSD,Høve Strand,Hove Strand,85,RL,--3-----,1301,,5550N 01129E,
,DK,IDE,Idestrup,Idestrup,,RQ,--3-----,0907,,5444N 01158E,
,DK,IKA,Ikast,Ikast,,AF,-23-----,9606,,,
,DK,ISJ,Ishøj,Ishoj,,RQ,0-------,9307,,,
,DK,JAN,Janderup,Janderup,,RQ,--3-----,0907,,5537N 00823E,
,DK,JEL,Jelling,Jelling,83,RL,1-------,1401,,5545N 00926E,
,DK,JSD,Jersie Strand,Jersie Strand,85,RL,--3-----,1301,,5531N 01213E,
,DK,JER,Jerslev,Jerslev,85,RL,--3-----,1301,,5536N 01114E,
,DK,JSL,Jerslev,Jerslev,81,RL,--3-----,1301,,5717N 01005E,
,DK,JUP,Jerup,Jerup,,RQ,--3-----,0907,,5732N 01026E,
,DK,JRD,Jordløse,Jordlose,,RQ,--3-----,9705,,,
,DK,JOR,Jordrup,Jordrup,,RQ,--3-----,0907,,5533N 00919E,
,DK,JUE,Juelsminde,Juelsminde,82,AI,1-------,1301,,5542N 01001E,
,DK,JRP,Jyderup,Jyderup,,RL,-23-----,9806,,,
,DK,JYL,Jyllinge,Jyllinge,85,RL,--3-----,1301,,5545N 01206E,
,DK,JYS,Jystrup,Jystrup,,RQ,--3-----,0907,,5531N 01153E,
,DK,JAE,Jægersborg,Jagersborg,84,RL,--3-----,1301,,5546N 01233E,
,DK,JGP,Jægerspris,Jagerspris,84,RL,--3-----,1401,,5551N 01159E,
,DK,KAG,Kagerup,Kagerup,84,RL,--3-----,1401,,5600N 01216E,
,DK,KAL,Kalundborg,Kalundborg,,AF,12------,9606,,,
,DK,KAV,Kalvehave,Kalvehave,,RQ,--3-----,0907,,5500N 01210E,
,DK,KAB,Karby,Karby,,RQ,--3-----,0907,,5645N 00834E,
,DK,KAI,Karise,Karise,,RQ,--3-----,0907,,5518N 01213E,
,DK,KAR,Karlslunde,Karlslunde,85,RL,1-3-----,1301,,5534N 01213E,
,DK,KBK,Karrebæksminde,Karrebaksminde,85,RL,1-3-----,0907,,5511N 01140E,
,DK,KRP,Karup,Karup,,AI,---4----,9601,,,
,DK,KTP,Kastrup,Kastrup,,AI,1-------,9704,,,
,DK,KTD,Kerteminde,Kerteminde,,AI,1-------,9704,,,
,DK,KT4,Kettinge,Kettinge,85,RL,1-3-----,1401,,5442N 01145E,
,DK,KIB,Kibæk,Kibak,,RQ,--3-----,9501,,,
,DK,ABJ,Kirke Hyllinge,Kirke Hyllinge,85,RL,-----6--,0901,,5542N 01155E,
,DK,KSY,Kirke Saby,Kirke Saby,,RQ,--3-----,0907,,5537N 01152E,
,DK,KEP,Kirke-Eskilstrup,Kirke-Eskilstrup,,RL,--3-----,9806,,,
,DK,KRB,Kirkeby,Kirkeby,,RQ,--3-----,9501,,,
,DK,KJE,Kjellerup,Kjellerup,,RQ,--3-----,9501,,,
,DK,KLA,Klampenborg,Klampenborg,84,RL,--3-----,1401,,5546N 01236E,
,DK,KLR,Klarup,Klarup,,RQ,--3-----,0907,,5701N 01003E,
,DK,KLE,Klemensker,Klemensker,,RQ,--3-----,0907,,5510N 01449E,
,DK,KLP,Kleppen,Kleppen,82,AA,1-3-----,1301,,5632N 00835E,
,DK,KBG,Klintebjerg,Klintebjerg,83,RQ,1-3-----,1001,,5529N 01027E,
,DK,KLH,Klintholm Havn,Klintholm Havn,85,AA,1-------,1801,,5757N 01228E,
,DK,KPV,Kliplev,Kliplev,,RQ,--3-----,9501,,,
,DK,KLI,Klippinge,Klippinge,,RQ,--3-----,0907,,5521N 01220E,
,DK,KVB,Klovborg,Klovborg,,RQ,--3-----,9501,,,
,DK,KNB,Knebel,Knebel,,RQ,--3-----,9501,,,
,DK,KHV,Knudshoved,Knudshoved,,RQ,1-------,0407,,,
,DK,KKK,Kokkedal,Kokkedal,,RQ,--3-----,0907,,5554N 01231E,
,DK,KOK,Kolby Kås,Kolby Kas,82,AI,1-------,1301,,5548N 01033E,
,DK,KOL,Kolding,Kolding,,AF,123-----,9606,,,
,DK,KLD,Kolind,Kolind,,RL,-23-----,0701,,5622N 01035E,
,DK,KDM,Kollund Mole,Kollund Mole,,AA,1-3-----,0607,,5420N 00927E,
,DK,KOY,Kongens Lyngby,Kongens Lyngby,84,RL,--3-----,1307,,5546N 01231E,
,DK,SOK,Kongerslev,Kongerslev,,RL,--3-----,0212,,5653N 01007E,
,DK,KGL,Kongsdal Harbour,Kongsdal Harbour,,RL,1-------,0901,,5642N 01004E,
,DK,KRR,Korsør,Korsor,,AF,12------,9606,,,
,DK,KRA,Kragenæs,Kragenas,,AI,1-------,9704,,,
,DK,KRS,Kruså,Krusa,,AF,-23-----,9606,,,
,DK,KVG,Kvistgaard,Kvistgaard,,RQ,--3-----,9705,,,
,DK,KVR,Kværndrup,Kvarndrup,,RQ,1-------,9307,,,
,DK,KBY,Kyndbyvaerkets Havn,Kyndbyvaerkets Havn,,AI,1-------,9704,,,
,DK,CPH,København,Kobenhavn,84,AF,12345---,1301,,5540N 01235E,
,DK,KOG,Køge,Koge,,AF,12------,9606,,,
,DK,LES,Laeso,Laeso,81,RL,--3-----,1607,,5447N 01106E,
,DK,LGN,Langebæk,Langebak,85,RL,--3-----,0907,,5500N 01206E,
,DK,LGS,Langeskov,Langeskov,,AF,-23-----,9606,,,
,DK,AAU,Langholt,Langholt,81,RL,-----6--,0901,,5706N 01005E,
,DK,LAN,Langå,Langa,82,RL,-23-----,1301,,5623N 00953E,
,DK,LEJ,Lejre,Lejre,,RL,--3-----,0607,,5536N 01158E,
,DK,LEM,Lem,Lem,82,RL,--3-----,1301,,5601N 00823E,
,DK,LMM,Lemming,Lemming,,RQ,--3-----,0907,,5614N 00933E,
,DK,LVG,Lemvig,Lemvig,,AI,1-------,9704,,,
,DK,LLS,Lille Skensved,Lille Skensved,,AF,-23-----,9606,,,
,DK,LHH,Lindholm Havn,Lindholm Havn,83,RQ,1-------,1001,,5517N 01048E,
,DK,LIN,Lindø Havn,Lindo Havn,,AI,1-------,9704,,,
,DK,LIT,Lintrup,Lintrup,,RQ,--3-----,0907,,5533N 00857E,
,DK,LIS,Liseleje,Liseleje,,RQ,--3-----,0907,,5601N 01159E,
,DK,LOH,Lohals,Lohals,,AI,1-------,9704,,,
,DK,LKK,Lokken,Lokken,,RQ,--3-----,0907,,5722N 00943E,
,DK,LIG,Losning,Losning,,RL,--3-----,0212,,5548N 00942E,
,DK,LBY,Lundby,Lundby,,RQ,--3-----,0907,,5658N 01001E,
,DK,LUN,Lundeborg,Lundeborg,83,RL,1-3-----,1101,,5508N 01047E,
,DK,LND,Lunderskov,Lunderskov,,RQ,--3-----,9705,,,
,DK,LDT,Lundtofte,Lundtofte,83,RL,--3-----,0901,,5528N 00853E,
,DK,LYN,Lyngby,Lyngby,,RQ,--3-----,9705,,,
,DK,LNE,Lynge,Lynge,,RL,--3-----,9806,,,
,DK,LYO,Lyngs Odde Havn,Lyngs Odde Havn,,AI,1-------,9704,,,
,DK,AAT,Lystrup,Lystrup,82,RL,-----6--,0901,,5630N 01029E,
,DK,LAA,Låsby,Lasby,,RQ,--3-----,9501,,,
,DK,LOG,Løgstrup,Logstrup,,RQ,--3-----,9501,,,
,DK,LGR,Løgstør,Logstor,,AI,1-------,9704,,,
,DK,LKO,Løgumkloster,Logumkloster,,RQ,--3-----,9501,,,
,DK,MLG,Malling,Malling,,RQ,--3-----,0907,,5602N 01010E,
,DK,MRB,Marbæk Havn,Marbak Havn,,AI,1-------,9704,,,
,DK,MRR,Mariager,Mariager,,RL,123-----,0701,,5639N 01000E,
,DK,MRV,Maribo,Maribo,,AI,--34----,9811,,,
,DK,MLT,Marslet,Marslet,,RQ,--3-----,0907,,5604N 01010E,
,DK,MAR,Marslev,Marslev,,RQ,--3-----,9501,,,
,DK,MRS,Marstal,Marstal,,AI,1-------,9704,,,
,DK,MTF,Martofte,Martofte,,RQ,--3-----,0907,,5533N 01040E,
,DK,MKH,Masnedovaerkets Havn/Vordingborg,Masnedovaerkets Havn/Vordingborg,85,RL,1-3-----,1301,,5458N 01153E,
,DK,MNS,Masnedsund,Masnedsund,85,AA,1-3-----,1301,,5500N 01152E,
,DK,UNX,Masnedsund Godningshamn,Masnedsund Godningshamn,85,AI,1-------,1301,,5500N 01155E,
,DK,MAS,Masnedø,Masnedo,,AI,1-------,9704,,,
,DK,MBY,Melby,Melby,,RQ,--3-----,0907,,5539N 01107E,
,DK,MER,Mern,Mern,,RQ,--3-----,0907,,5503N 01204E,
,DK,MES,Mesinge,Mesinge,,RQ,--3-----,0907,,5530N 01039E,
,DK,MID,Middelfart,Middelfart,,AF,12------,9606,,,
,DK,MLL,Millinge,Millinge,,RQ,--3-----,0907,,5508N 01013E,
,DK,MUP,Moldrup,Moldrup,,RQ,--3-----,9705,,,
,DK,MOM,Mommark,Mommark,,AI,1-------,9704,,,
,DK,MKV,Morkov,Morkov,,RQ,--3-----,0907,,5540N 01131E,
,DK,MRD,Morud,Morud,83,RL,--3-----,1401,,5527N 01011E,
,DK,MRU,Mundelstrup,Mundelstrup,,RQ,--3-----,9705,,,
,DK,MBJ,Munke Bjergby,Munke Bjergby,,RQ,--3-----,0907,,5530N 01132E,
,DK,MNK,Munkebo,Munkebo,,RL,--3-----,0106,,5527N 01033E,
,DK,MLV,Målov,Malov,,RL,-23-----,0212,,5545N 01220E,
,DK,MOR,Mørdrup,Mordrup,85,RL,--3-----,1101,,5600N 01233E,
,DK,MKE,Mørke,Morke,82,RL,--3-----,1301,,5620N 01023E,
,DK,NGB,Nagbol,Nagbol,,RL,123-----,0601,,5527N 00917E,
,DK,NAK,Nakskov,Nakskov,,AF,12------,9606,,,
,DK,NEX,Neksø,Nekso,,AI,1-------,9704,,,
,DK,NIB,Nibe,Nibe,,RQ,--3-----,9501,,,
,DK,NIM,Nimtofte,Nimtofte,,RQ,--3-----,0907,,5625N 01034E,
,DK,NIV,Niva,Niva,,RQ,--3-----,0907,,5556N 01231E,
,DK,NBR,Nordborg,Nordborg,,RL,--3-----,0701,,5502N 00948E,
,DK,NOB,Nordby,Nordby,83,RL,-----6--,1607,,5558N 01034E,
,DK,NKV,Nordenskov,Nordenskov,,RQ,--3-----,9501,,,
,DK,NHN,Nordhavn,Nordhavn,84,RL,1-------,1607,,5542N 01236E,
,DK,VSV,Norjyllandsvarkets havn,Norjyllandsvarkets havn,,AI,1-------,9704,,,
,DK,NAV,Norre Alslev,Norre Alslev,,RQ,--3-----,9705,,,
,DK,NAS,Norre Asmindrup,Norre Asmindrup,,RQ,--3-----,0907,,5553N 01138E,
,DK,NBL,Norre Nebel,Norre Nebel,,RQ,--3-----,0907,,5547N 00818E,
,DK,NRV,Norre Vium,Norre Vium,,RL,--3-----,0212,,5602N 00843E,
,DK,NBG,Nyborg,Nyborg,,AF,12------,9606,,,
,DK,NYB,Nyborg Lystbådehavn,Nyborg Lystbadehavn,83,RQ,1-------,1001,,5518N 01047E,
,DK,N3S,Nykobing Sjaelland,Nykobing Sjaelland,85,RL,1-3-----,1601,,5555N 01140E,
,DK,NYF,Nykøbing Falster,Nykobing Falster,85,AF,123-----,1301,,5446N 01153E,
,DK,NYM,Nykøbing Mors,Nykobing Mors,81,AI,1-3-----,1301,,5647N 00851E,
,DK,NYS,Nykøbing Sjælland,Nykobing Sjalland,85,RL,--3-----,1301,,5555N 01140E,
,DK,NR4,Nyrup,Nyrup,85,RL,1-3-----,1401,,5536N 01140E,
,DK,NTD,Nysted,Nysted,,AI,1-------,9704,,,
,DK,NRM,Nærum,Narum,84,RL,--3-----,1301,,5549N 01233E,
,DK,NUD,Næssund,Nassund,,AI,1-------,9812,,,
,DK,NVD,Næstved,Nastved,85,AF,123--6--,1607,,5514N 01146E,
,DK,NAG,Nørager,Norager,81,RL,--3-----,1301,,5642N 00938E,
,DK,NRE,Nørre Aaby,Norre Aaby,,AF,12------,9606,,,
,DK,NSD,Nørre Snede,Norre Snede,,RL,1-3-----,0207,,5557N 00923E,
,DK,NBE,Nørreballe,Norreballe,85,RL,-23-----,1301,,5448N 01126E,
,DK,NRS,Nørresundby,Norresundby,,AF,12------,9606,,,
,DK,ODX,Odder,Odder,82,RL,--3-----,1301,,5558N 01010E,
,DK,ODE,Odense,Odense,,AF,1234----,9606,,,
,DK,AAW,Oelgod,Oelgod,83,RL,-----6--,0901,,5549N 00837E,
,DK,AAI,Oelsted,Oelsted,84,RL,-----6--,0901,,5555N 12043E,
,DK,OSB,Oksbol,Oksbol,,RL,-----6--,0901,,5538N 00817E,
,DK,OLG,Olgod,Olgod,,RL,--3-----,0212,,5549N 00837E,
,DK,OMO,Omø,Omo,,AI,1-------,9812,,,
,DK,OFQ,Orbæk,Orbak,83,AA,--3-----,2301,,5516N 01040E,Arhus? Fyn?
,DK,OHJ,Ornhoj,Ornhoj,,RL,--3-----,0212,,5612N 00835E,
,DK,ORS,Orsted,Orsted,,RQ,--3-----,0907,,5630N 01021E,
,DK,ORM,Orum,Orum,,RQ,--3-----,0907,,5627N 01041E,
,DK,ORO,Orø,Oro,,AI,1-------,9812,,,
